,date,tweet,cleaned_tweet
1716,2021-10-01 08:44:09,Meanwhile the supply of major cryptos on exchanges continues to fall. Likely we saw peak BTC in 2020. That is INSANE!  https://t.co/8Km4FYAAFz,Meanwhile the supply of major cryptos on exchanges continues to fall. Likely we saw peak BTC in 2020. That is INSANE!  
1717,2021-10-01 08:44:07,More on ramps for fiat - This year NYDIG has inked deals to make it possible for almost every bank in the USA to offer BTC to customers - Many mega banks have started offering crypto to elite customers - Paypal - BTC ATM ATH - ETF Products - Country Adoption - NFT auction houses,More on ramps for fiat - This year NYDIG has inked deals to make it possible for almost every bank in the USA to offer BTC to customers - Many mega banks have started offering crypto to elite customers - Paypal - BTC ATM ATH - ETF Products - Country Adoption - NFT auction houses
1718,2021-10-01 08:44:05,"What does this mean?   That lion's share of the gains in the market will have happened by 2030, post 2025 much less gains %  Yes, there will always be new coins, new farms, new NFTs, new possibilities.   Think about this $500,000 BTC in 2025, gives only 2X to a million by 2030  https://t.co/0ajQ7pHM4N","What does this mean?   That lion's share of the gains in the market will have happened by 2030, post 2025 much less gains %  Yes, there will always be new coins, new farms, new NFTs, new possibilities.   Think about this $500,000 BTC in 2025, gives only 2X to a million by 2030  "
1719,2021-10-01 08:43:35,$btc   Bigger accounts are starting to catch on. 🚀🚀 I can’t fkn wait!  https://t.co/Wi7X1YTCOr,$btc   Bigger accounts are starting to catch on. 🚀🚀 I can’t fkn wait!  
1720,2021-10-01 08:43:27,"Morgan Stanley Institutional Fund Trust  Sept 29  Global Strategist Portfolio  The following is added to the end of the ""Investments"" section of the table entitled ""The Funds' Investments and Strategies""  Statement of Additional Information: Bitcoin Futures  https://t.co/EfMJk17pMF","Morgan Stanley Institutional Fund Trust  Sept 29  Global Strategist Portfolio  The following is added to the end of the ""Investments"" section of the table entitled ""The Funds' Investments and Strategies""  Statement of Additional Information: Bitcoin Futures  "
1721,2021-10-01 08:43:24,Uptober is here  https://t.co/fHDfS1sR9N,Uptober is here  
1722,2021-10-01 08:43:20,Day - 8 @jack will we be able to tip with Dogecoin on Twitter as well as Bitcoin?,Day - 8  will we be able to tip with Dogecoin on Twitter as well as Bitcoin?
1724,2021-10-01 08:42:52,#BTC moment of truth incoming very soon!!! I'm bullish... what about you?! #Crypto 😎  https://t.co/lEPPIQfUys, moment of truth incoming very soon!!! I'm ?!  😎  
1725,2021-10-01 08:42:37,$BTC $VRA The chart is becoming more and more interesting.👀  https://t.co/oVQFqbiWpI,$BTC $VRA The chart is becoming more and more interesting.👀  
1726,2021-10-01 08:42:24,Charles Hoskinson To Launch Three-Time Grammy Nominee Paul Oakenfoldâs Album On Cardano   #Cardano #cardanofeed #ADA #crypto #cardanocommunity #bitcoin #altcoin #blockchain #cryptocurrency #cryptonews #btc $ADA  https://t.co/7WAy2oAG67,Charles Hoskinson To Launch Three-Time Grammy Nominee Paul Oakenfoldâs Album On Cardano              $ADA  
1727,2021-10-01 08:42:10,"@RichieRichh589 @blockmantra @arobinsonposts @LGCY_LEGION I could see a $6 bil MC after staking and everything goes live, and another euphoria bullrun pushes $BTC to $100k plus.  Putting $LGCY at $1 within the year.","    I could see a $6 bil MC after staking and everything goes live, and another euphoria bullrun pushes $BTC to $100k plus.  Putting $LGCY at $1 within the year."
1728,2021-10-01 08:40:49,$luna vs #btc built support at this fib. I have no doubts.  https://t.co/gc4ejzD0aT,$luna vs  built support at this fib. I have no doubts.  
1729,2021-10-01 08:40:38,"Remember remember ,the ides of November!   ~Julius Caesar on #Bitcoin","Remember remember ,the ides of November!   ~Julius Caesar on "
1730,2021-10-01 08:40:37,"After watching today's 🔥epic #crypto hot issues🔥, which topic should @HelloMSQ cover more in depth?  https://t.co/0n4Z6vTuow  🔺🔺🔺🔺🔺🔺🔺🔺🔺🔺 Follow, Like, and Subscribe!  #cryptonews #cryptoupdates #cryptocurrencies #cryptoupdates #blockchain #NFT #NFTs #airdrop #Bitcoin","After watching today's 🔥epic  hot issues🔥, which topic should  cover more in depth?  🔺🔺🔺🔺🔺🔺🔺🔺🔺🔺 Follow, Like, and Subscribe!          "
1731,2021-10-01 08:40:02,#ETN in a rising channel. Love the project. Love the team. Love the coin!  #ETN_Network #NFTs #NFTCommunity, in a rising channel. Love the project. Love the team. Love the coin!    
1733,2021-10-01 08:39:27,"You guys know Tesla is going to accept #Bitcoin payments again in Q4, right?","You guys know Tesla is going to accept  payments again in Q4, right?"
1734,2021-10-01 08:39:08,"@Cryptoclergy @investvoyager My opinion is that it will go up to $30. I also beige that bitcoin will hit 100k, ethereum to 9-10k and cardano to $3-$5. Voyager has a lot of room to grow as it’s market cap is MUCH LOWER than these top 3.","  My opinion is that it will go up to $30. I also beige that bitcoin will hit 100k, ethereum to 9-10k and cardano to $3-$5. Voyager has a lot of room to grow as it’s market cap is MUCH LOWER than these top 3."
1735,2021-10-01 08:39:02,Ready for that $ANY Short Squeeze with #BTC warming up … Lets see if @GryphonMining can give us a solid PR soon ✊🏽✊🏽  https://t.co/XvhKVXt4i3,Ready for that $ANY Short Squeeze with  warming up … Lets see if  can give us a solid PR soon ✊🏽✊🏽  
1736,2021-10-01 08:38:34,"@BTCBullALTBear An email to my investment banker brother-in-law trying to talk him into Bitcoin.  This was his worst mistake, still a no coiner!! 😂 😂. Have fun staying poor !!!  https://t.co/BOJTXkoihe"," An email to my investment banker brother-in-law trying to talk him into Bitcoin.  This was his worst mistake, still a no coiner!! 😂 😂. Have fun staying poor !!!  "
1737,2021-10-01 08:38:25,"RyverElSalvador: We are spreading Bitcoin Cash in San Salvador, El Salvador 🌎  Building bridges through 3000 kms!  Special things make people smile 🙂  Bitcoin Cash is special one! 💚  Borderless money for Everyone 🗺  #BitcoinCash #BCH  https://t.co/xnIKXTg7Ms","RyverElSalvador: We are spreading Bitcoin Cash in San Salvador, El Salvador 🌎  Building bridges through 3000 kms!  Special things make people smile 🙂  Bitcoin Cash is special one! 💚  Borderless money for Everyone 🗺     "
1738,2021-10-01 08:37:50,Economists that struggle to see how the economy will grow under a #Bitcoin standard simply cannot comprehend the amount of wealth that humans will actually store in an immutably scarce monetary good.,Economists that struggle to see how the economy will grow under a  standard simply cannot comprehend the amount of wealth that humans will actually store in an immutably scarce monetary good.
1740,2021-10-01 08:37:17,"Not saying it's gonna happen for sure, but US tradfi max pain is ndx -10%, a50 up 10%, gold flat, btc up 200%","Not saying it's gonna happen for sure, but US tradfi max pain is ndx -10%, a50 up 10%, gold flat, btc up 200%"
1742,2021-10-01 08:37:11,$44K $BTC $CTM,$44K $BTC $CTM
1743,2021-10-01 08:37:02,Find out what’s up with #EPRO on Instagram at  https://t.co/k4HlfgHCqp! They got their token listing platform site up and running at  https://t.co/BG4lWnRvBl check it!  @eprotoken @TheSamuraiMd @AzraNonle @MXStoken   $EPRO.X $MXS.X #MXS #MXSamurai #LEASH #BONE #Crypto #Bitcoin  https://t.co/M354lfCRo2,Find out what’s up with  on Instagram at  ! They got their token listing platform site up and running at  !        $EPRO.X $MXS.X        
1744,2021-10-01 08:36:53,"📈💴$2,041,533 #bitcoin LONGED @$44007.9 [01/10/21 00:36:53] 🏭 bybit | $BTCUSD  🗣️One week closer to adoption - STOmarket","📈💴$2,041,533  LONGED @$44007.9 [01/10/21 00:36:53] 🏭 bybit | $BTCUSD  🗣️One week closer to adoption - STOmarket"
1745,2021-10-01 08:36:52,"#Bitcoin is now 2% higher than 10 days ago when it ""crashed""."," is now 2% higher than 10 days ago when it ""crashed""."
1746,2021-10-01 08:36:51,"🐋📈【Buy】 BTCUSDT Qty：$36,730,514（835.3 BTC）🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🌈 Price：$43,969.63 [0:36:51 UTC] on Binance Futures","🐋📈【Buy】 BTCUSDT Qty：$36,730,514（835.3 BTC）🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🌈 Price：$43,969.63 [0:36:51 UTC] on Binance Futures"
1747,2021-10-01 08:36:51,The United States has no intention to ban bitcoin according to the Federal Reserve Chairman.  Here are my initial thoughts 👇🏼   https://t.co/hzVHW9Iv9M,The United States has no intention to ban bitcoin according to the Federal Reserve Chairman.  Here are my initial thoughts 👇🏼   
1748,2021-10-01 08:36:27,"Wish I had more $sol to mint a @MechNFTs  Creators who communicate ✅ Great community ✅ Roadmap ✅  NFT Airdrop ✅  If all mechs aren’t minted by October  2nd, most of the remaining will be redistributed to existing mech holders 👌. The rest burned. #nft #mechnfts","Wish I had more $sol to mint a   Creators who communicate ✅ Great community ✅ Roadmap ✅  NFT Airdrop ✅  If all mechs aren’t minted by October  2nd, most of the remaining will be redistributed to existing mech holders 👌. The rest burned.  "
1749,2021-10-01 08:36:25,"Anon, you're not in disbelief are you?  Didn't you hear @HentaiAvenger66 ?  It's time.  $BTC  https://t.co/yeoc6rU91P","Anon, you're not in disbelief are you?  Didn't you hear  ?  It's time.  $BTC  "
1751,2021-10-01 08:35:32,Since I can't transfer the Axies due to Ronin being congested. Let's look at the axies the 6 scholars will have 🔥  #AxieInfinity #AxieScholarship #AxieInfinityScholar  https://t.co/fNpLfShRzQ,Since I can't transfer the Axies due to Ronin being congested. Let's look at the axies the 6 scholars will have 🔥      
1752,2021-10-01 08:35:03,Legendary #Bitcoin bull @steve_hanke strikes again!!! 💯   Buy #Bitcoin,Legendary  bull  strikes again!!! 💯   Buy 
1753,2021-10-01 08:33:58,"📈💰$6,942,000 #bitcoin LONGED @$43,959.3423 [01/10/21 00:33:58] 🏤BitMEX | $XBTUSD  💬The train is departing... Choo-Choo... - insomfx","📈💰$6,942,000  LONGED @$43,959.3423 [01/10/21 00:33:58] 🏤BitMEX | $XBTUSD  💬The train is "
1754,2021-10-01 08:33:48,@scottmelker It was a blast to chat! You have a way of bubbling up the essence of topics., It was a blast to chat! You have a way of bubbling up the essence of topics.
1755,2021-10-01 08:33:29,"""When combined with the other federal securities laws, the ’40 Act provides significant investor protections for mutual funds and #ETFs,"" said SEC's chairman. #bitcoin #cryptocurrency  https://t.co/7fmQeX0wuK","""When combined with the other federal securities laws, the ’40 Act provides significant investor protections for mutual funds and ,"" said SEC's chairman.    "
1757,2021-10-01 08:33:04,We are pleased to announce we are the first regulated crypto exchange available to everyone in #Singapore 🇸🇬.  #Bitcoin #cryptocurrencies #cryptocurrencies    https://t.co/hqQNMh6heG   https://t.co/1nshqjcl2S  https://t.co/K9tzuy6lZX,We are pleased to announce we are the first regulated crypto exchange available to everyone in  🇸🇬.        ://://
1758,2021-10-01 08:33:03,Join our TG VC to hear us all live working on the beta project!  https://t.co/iW7pn6V136 #beta #cryptotwitter #cryptocurrencies #BSCGem #BSC #Bitcoin #Binance #Crypto  #cryptomoonshots #PancakeSwap #rewardcakecoin #influencer #influencermarketing #contentmarketing,Join our TG VC to hear us all live working on the beta project!  
1759,2021-10-01 08:33:01,#BTCUSDT Update:  as per LTF Chart :-  #BTC Bullish Above $44300 Below $44300 bearish imo.  Support: $43000 Resistance: $44300  #cryptocurrencies #Bitcoin #BTC #Binance #BNB #Ethereum #Traders  https://t.co/7ohWtPNyrI, Update:  as per LTF Chart :-   Bullish Above $44300 Below $44300 bearish imo.  Support: $43000 Resistance: $44300          
1760,2021-10-01 08:32:38,"Thanks to a generous bitcoin donation, I will not be needing to have a beggathon this month! 🪙🥳  I'm working on getting set up for the Gentleman's Magazines documentaries so I have some technical stuff to deal with. I'll resume the RTs in a bit. Thank you all for your support!  https://t.co/4Ed8nFhb2a","Thanks to a generous bitcoin donation, I will not be needing to have a beggathon this month! 🪙🥳  I'm working on getting set up for the Gentleman's Magazines documentaries so I have some technical stuff to deal with. I'll resume the RTs in a bit. Thank you all for your support!  "
1762,2021-10-01 08:32:21,"C’mon bitcoin, we REALLY NEED a price pump. It’s getting wild out here.  https://t.co/xMXRcExmZ2","C’mon bitcoin, we REALLY NEED a price pump. It’s getting wild out here.  "
1764,2021-10-01 08:32:06,So are we getting the 6 digit USD target done by Dec 2021 ? #BTC 😎👍,So are we getting the 6 digit USD target done by Dec 2021 ?  😎👍
1765,2021-10-01 08:32:02,When the media deletes bearish articles on #Bitcoin after they age poorly.,When the media deletes bearish articles on  after they age poorly.
1766,2021-10-01 08:31:24,I am 💯 looking forward to seeing #Crypto Bear Charts and Tweets… When $BTC hits new ATHs… $68k… $75k… $100k…  ALT charts will break TA. $QNT $VXV  https://t.co/NlGyUoi6xh,I am 💯 looking forward to seeing  Bear Charts and Tweets… When $BTC hits new ATHs… $68k… $75k… $100k…  ALT charts will break TA. $QNT $VXV  
