,date,tweet,cleaned_tweet,sentiment
1610,2021-10-01 09:25:16,Just did an investing talk for a church youth group &amp; gave away Satoshis as prizes. They were so excited!  It has been a very good #Bitcoin day!,Just did an investing talk for a church youth group &amp; gave away Satoshis as prizes. They were so excited!  It has been a very good  day!,0.9997584223747253
1612,2021-10-01 09:24:46,President of El Salvador just called me. He said he's shipping me a volcano (Amazon Prime) if I pump #BTC tomorrow.,President of El Salvador just called me. He said he's shipping me a volcano (Amazon Prime) if I pump  tomorrow.,0.004689991474151611
1613,2021-10-01 09:23:40,There’s probably a good reason why Bitcoin or Ethereum can’t really be attacked fwiw.  Let’s not deviate too much from our roots.,There’s probably a good reason why Bitcoin or Ethereum can’t really be attacked fwiw.  Let’s not deviate too much from our roots.,0.01886659860610962
1614,2021-10-01 09:23:40,🤴🏼🦖👑 All hail his majesty King of $STX I am going to name him MOONEEB @muneeb 🚀🧑‍🚀🌑 @Derupt_IO @plutus_btc @StacksTrade @Stacks @Stxnftschedule @StacksCommunity  https://t.co/5ms3T1291f,🤴🏼🦖👑 All hail his majesty King of $STX I am going to name him MOONEEB  🚀🧑‍🚀🌑        ,0.01345604658126831
1615,2021-10-01 09:21:00,There is no such thing as a free #Bitcoin.,There is no such thing as a free .,0.0028337836265563965
1617,2021-10-01 09:20:36,"Before you get the mentality “up only” q4, realize #btc will follow stocks. I think only thing that could save it is another #nft wave where $eth leads btc and we decouple from legacy for a bit","Before you get the mentality “up only” q4, realize  will follow stocks. I think only thing that could save it is another  wave where $eth leads btc and we decouple from legacy for a bit",0.0004455447196960449
1618,2021-10-01 09:20:33,@LomahCrypto Spx was at ath’s for the last year and a half and Bitcoin just nuked last month. Maybe Spx lags Bitcoin, Spx was at ath’s for the last year and a half and Bitcoin just nuked last month. Maybe Spx lags Bitcoin,0.0007426142692565918
1619,2021-10-01 09:20:26,@firebrand_btc @JRadisRadder @AriZonanHODL @DannyDeafDavis @IwanRabbinstein @labrahodl10 @0rangemirr0r @MarcornRamius @derekmross @MoonOverlord @rleshner  https://t.co/odVXEq0hN8,            ,0.01500159502029419
1620,2021-10-01 09:19:50,More sneak peeks of our #AndroidApp! Using our #nofeestightspread Token Swap feature to buy the dips in #Bitcoin 😉  https://t.co/4LOY6eG0CF,More sneak peeks of our ! Using our  Token Swap feature to buy the dips in  😉  ,0.0026785731315612793
1621,2021-10-01 09:19:49,@crypto_vanity @Tradermayne They are selling stonks to buy $BTC before the Q4 golden bull run. *puts down crack pipe*,  They are selling stonks to buy $BTC before the Q4 golden bull run. *puts down crack pipe*,0.00185394287109375
1622,2021-10-01 09:19:16,"Bitcoin not following the $SPX nuke right here.  Something feels off here to me.  Legacy markets know something we don’t…? Or, crypto becomes the safe haven for a legacy crash.","Bitcoin not following the $SPX nuke right here.  Something feels off here to me.  Legacy markets know something we don’t…? Or, crypto becomes the safe haven for a legacy crash.",0.015271902084350586
1623,2021-10-01 09:19:08,"Cardano ($ADA) Could Be Used to ‘Run a Nation-State’ in the Future, Says Charles Hoskinson  https://t.co/o8KnATGttA  https://t.co/6xzq3qGiLi","Cardano ($ADA) Could Be Used to ‘Run a Nation-State’ in the Future, Says Charles Hoskinson  ://",0.006170451641082764
1624,2021-10-01 09:18:38,"Listed Miners vs #BlockstreamMiningNote  Valuations of listed miners have been inflated by mainstream insto demand for $BTC exposure frustrated by mandate/regulatory restrictions  Seems like a trade here...  *just an observation...not financial advice...DYOR..Don't trust, verify  https://t.co/JspLcLAnEs","Listed Miners vs   Valuations of listed miners have been inflated by mainstream insto demand for $BTC exposure frustrated by mandate/regulatory restrictions  Seems like a trade *just an 't trust, verify  ",0.00040227174758911133
1625,2021-10-01 09:18:36,"$AUNXF Fins look AMAZING!! ZERO Convertable Debt, $37M Assets, Insane 950% rev increase!! Add the #BTC Mining #natgas sales = A True OTC Gem!! HODL  https://t.co/dmNqzjUtxX","$AUNXF Fins look AMAZING!! ZERO Convertable Debt, $37M Assets, Insane 950% rev increase!! Add the  Mining  sales = A True OTC Gem!! HODL  ",0.3755742311477661
1627,2021-10-01 09:17:57,$BTC Its never fun being a bear. Patiently waiting for 50s  https://t.co/yrwSjZnyFX,$BTC Its never fun being a bear. Patiently waiting for 50s  ,0.0011372566223144531
1628,2021-10-01 09:17:38,Scary scene on the $SPX.  So questions I'm asking are  - Is $BTC showing strength relative to equities weakness mean if/when equities bounce BTC rips?  - $BTC is lagging equities weakness and it's just a matter of time until if follows suit.  https://t.co/ScthNN2KJT,Scary scene on the $SPX.  So questions I'm asking are  - Is $BTC showing strength relative to equities weakness mean if/when equities bounce BTC rips?  - $BTC is lagging equities weakness and it's just a matter of time until if follows suit.  ,0.0012547969818115234
1632,2021-10-01 09:16:55,$BTC @100trillionUSD send it!  https://t.co/lVjtEAvpsV,$BTC  send it!  ,0.004914700984954834
1633,2021-10-01 09:16:22,I want to put $2000 into a new #BSC coin 🪙. One ☝️ that will stay true to its word. Which can be hard in this space. Any idea of what I should add to the bag or support next? #BNB #cryptocurrencies 🚀 #Doge 🐕 #Btc,I want to put $2000 into a new  coin 🪙. One ☝️ that will stay true to its word. Which can be hard in this space. Any idea of what I should add to the bag or support next?   🚀  🐕 ,0.008538246154785156
1635,2021-10-01 09:15:50,The narratives about bitcoin mining and NFT minting killing the planet are so insanely false and disconnected from reality it’s actually stunning.   It makes you wonder what other mainstream narratives are also pure fiction,The narratives about bitcoin mining and NFT minting killing the planet are so insanely false and disconnected from reality it’s actually stunning.   It makes you wonder what other mainstream narratives are also pure fiction,0.12209224700927734
1636,2021-10-01 09:15:50,"$BTC showing considerable strength despite $SPX bleeding Once SPX bottoms, BTC is gonna rally hard","$BTC showing considerable strength despite $SPX bleeding Once SPX bottoms, BTC is gonna rally hard",0.012630045413970947
1638,2021-10-01 09:15:00,#bitcoin drawdowns  https://t.co/1nVlB6ykKk, drawdowns  ,0.0030158162117004395
1639,2021-10-01 09:14:22,3 years ago was the 1st #Litecoin Summit. Back then the #LTC network averaged 20k - 25k transactions per day. Fast forward 3 years and the network averages over 130k transactions every day. We are #winning and guess what?? People actually #PayWithLitecoin  https://t.co/cVmCj2sHgk,3 years ago was the 1st  Summit. Back then the  network averaged 20k - 25k transactions per day. Fast forward 3 years and the network averages over 130k transactions every day. We are  and guess what?? People actually   ,0.009620428085327148
1640,2021-10-01 09:12:56,"Flash CalyxOS to your Pixel, they said!   Only takes 10 minutes, they said!   Me, never used Terminal before, fucking finally, 2 days later...  https://t.co/pHUVr8wYIn","Flash CalyxOS to your Pixel, they said!   Only takes 10 minutes, they said!   Me, never used Terminal before, fucking finally, 2 days ://",0.002736687660217285
1641,2021-10-01 09:12:44,@intocryptoverse  https://t.co/1cKFPrTA11,  ,0.00842362642288208
1642,2021-10-01 09:12:43,"@intocryptoverse Uptober, innit?  https://t.co/LpM4JAkZLO"," Uptober, innit?  ",0.0037316083908081055
1643,2021-10-01 09:12:41,@JovanHPulitzer We are f*cked. The end is near!, We are f*cked. The end is near!,0.9714534282684326
1644,2021-10-01 09:12:15,@rleshner I checked my Bitcoin. I still have the same amount I had before., I checked my Bitcoin. I still have the same amount I had before.,0.014482319355010986
1645,2021-10-01 09:11:08,Q4 has arrived. What will #Bitcoin do?,Q4 has arrived. What will  do?,0.005174756050109863
1646,2021-10-01 09:10:40,PlanB is from the future or what,PlanB is from the future or what,0.3155907988548279
1647,2021-10-01 09:10:31,Bitcoin ve Ethereum'da Son Durum -CANLI SİNYAL- https://t.co/JBpSpYvwDd #bitcoin #btc #kriptopara #Bitmex,Bitcoin ve Ethereum'da Son Durum -CANLI SİNYAL- ,0.0039182305335998535
1648,2021-10-01 09:10:28,#bitcoin last 12 monthly candles  https://t.co/ZPInP45lJG, last 12 monthly candles  ,0.011106669902801514
1649,2021-10-01 09:09:07,Which way western man?  https://t.co/rFcDnWQbF3,Which way western man?  ,0.005166292190551758
1651,2021-10-01 09:08:13,Found some good value with this Bitcoin @alphabettyNFT  https://t.co/1zYcmmpKWb,Found some good value with this Bitcoin   ,0.5829163193702698
1653,2021-10-01 09:07:16,@DylanLeClair_ @theemikehobart @rleshner  https://t.co/9hL9xsObcb,    ,0.01586318016052246
1654,2021-10-01 09:07:12,A special attention to #bitcoin breaking this next resistance at $44.3k. A really big move will come as long we confirm it. 👀  https://t.co/k5Myv6lRnb,A special attention to  breaking this next resistance at $44.3k. A really big move will come as long we confirm it. 👀  ,0.36173832416534424
1655,2021-10-01 09:07:01,"Did you know Circle K has Bitcoin ATMs?   Their partnership with @Bitcoin_Depot has allowed the BTC kiosk company to reach 5,000 installations in North America.  https://t.co/cikIX1Yqrm","Did you know Circle K has Bitcoin ATMs?   Their partnership with  has allowed the BTC kiosk company to reach 5,000 installations in North America.  ",0.9486515522003174
1656,2021-10-01 09:06:38,Well… I guess we broke @TwitterSpaces tonight with our room ? What happened ?   @QE4Everyone @MatiGreenspan @ozsultan @ger313 gave away a TRILLION $ #NFT coin 💥💥💥  @IntercoinOrg @GregMozart 🔥💣 #UBI @CryptoStaceyB   @JayCryptik  $70 in #BTC 💥💥💥  🙏🏽 for coming through ❤️  https://t.co/5H0VAwbwUB,Well… I guess we broke  tonight with our room ? What happened ?       gave away a TRILLION $  coin 💥💥💥    🔥💣       $70 in  💥💥💥  🙏🏽 for coming through ❤️  ,0.0019178390502929688
1657,2021-10-01 09:06:20,copp’d btc princess.  1/5  wgmi🤩  https://t.co/V47Uhd7mAe,copp’d btc princess.  1/5  wgmi🤩  ,0.010839402675628662
1658,2021-10-01 09:05:55,I have a 🔑 emoji in my name because each of you should HODL your own #Bitcoin private keys.  Just in case that wasn’t clear already.,I have a 🔑 emoji in my name because each of you should HODL your own  private keys.  Just in case that wasn’t clear already.,0.0005877017974853516
1659,2021-10-01 09:05:26,CGC Scholarship Application #8 is OPEN🔥  To apply: ✅Follow @btc_pancake and @DegenTrash  ✅Tag 3 Friends and retweet ✅Fill up the form. Read all the questions carefully!   #AxieInfinity #AxieInfinityScholar #AxieScholarships #AxieScholar,CGC Scholarship Application  is OPEN🔥  To apply: ✅Follow  and   ✅Tag 3 Friends and retweet ✅Fill up the form. Read all the questions carefully!      ,0.023500502109527588
1660,2021-10-01 09:04:57,“I’m telling the IRS!!!”,“I’m telling the IRS!!!”,0.008404076099395752
1661,2021-10-01 09:04:47,Like me bringing my own pillow to hotels isn’t the weird thing. What’s weird is it’s almost like hotels intentionally purchase bad quality pillows.,Like me bringing my own pillow to hotels isn’t the weird thing. What’s weird is it’s almost like hotels intentionally purchase bad quality pillows.,0.0004341006278991699
1662,2021-10-01 09:04:40,Tbh don’t really understand why $BTC is still #1 marketcap,Tbh don’t really understand why $BTC is still  marketcap,0.0017701983451843262
1663,2021-10-01 09:04:21,@camilacampton @21MQHardningBTC So true. Inflation kills strong families. Sometimes I wonder if that was by design.,  So true. Inflation kills strong families. Sometimes I wonder if that was by design.,0.04583364725112915
1664,2021-10-01 09:04:13,$DOT @Polkadot   I very much look forward to it breaking $30 🤞✍️♥️  #Bitcoin #Ethereum #Cryptocurrency  https://t.co/FHz3IsSbHJ,$DOT    I very much look forward to it breaking $30 🤞✍️♥️      ,0.047663986682891846
1665,2021-10-01 09:03:42,Bitcoin has 120 million users. #hex has only 64k users and yet it’s already ranked #3. We are still early. 🔥,Bitcoin has 120 million users.  has only 64k users and yet it’s already ranked . We are still early. 🔥,0.020100831985473633
1666,2021-10-01 09:02:34,Snoop Dogg has been crushing it for 30 years.  #Bitcoin isn't even 13 years old yet.  It's so early.,Snoop Dogg has been crushing it for 30 years.   isn't even 13 years old yet.  It's so early.,0.011721253395080566
1667,2021-10-01 09:02:28,#bitcoin on this date  https://t.co/Q64jIAsfrp, on this date  ,0.005703389644622803
1668,2021-10-01 09:02:24,You have to be ignorant not to know this is iatrogenic Myocardial Infarction's from the Big Pharma solution.  LOL https://www.thetimes.co.uk/article/mystery-rise-in-heart-attacks-from-blocked-arteries-m253drrnf,You have to be ignorant not to know this is iatrogenic Myocardial Infarction's from the Big Pharma solution.  LOL ,0.005757749080657959
1670,2021-10-01 09:01:46,Why are hotel pillows made out of cotton balls,Why are hotel pillows made out of cotton balls,0.009256899356842041
1672,2021-10-01 09:01:10,"Welcome to bitcoin’s volcano lair, where they power #BTC with super hot lava, deep in the heart of El Salvador’s jungle. @nayibbukele   #BSCNews #CryptoNews #Crypto #Bitcoin  https://t.co/ikYcJe917X","Welcome to bitcoin’s volcano lair, where they power  with super hot lava, deep in the heart of El Salvador’s jungle.         ",0.9868987798690796
1676,2021-10-01 08:59:26,Bitcoin reclaimed the 200 DMA on CME today. Not a bad thing.  https://t.co/Rub543jkec,Bitcoin reclaimed the 200 DMA on CME today. Not a bad thing.  ,0.3463960289955139
1677,2021-10-01 08:59:09,"Them: ""Your holding your Bitcoin until the big boys get in?""  Me: ""Are you asking if I would sell Bitcoins to a central banker?""  Them: ""What if they offer you millions per coin?""  Me: ""I would never sell to them, in fact they can go fck themselves"".","Them: ""Your holding your Bitcoin until the big boys get in?""  Me: ""Are you asking if I would sell Bitcoins to a central banker?""  Them: ""What if they offer you millions per coin?""  Me: ""I would never sell to them, in fact they can go fck themselves"".",0.004173099994659424
